TEST_NAME_ABBREVIATION	stringdist_group_id	position_in_group	group_size
pd-prot	12	85	135
pf-gran	12	86	135
pf-prot	12	87	135
ph(akt)	12	88	135
phadiatop	12	89	135
phakt.	12	90	135
pika-crp	12	91	135
pika-crp-o	12	92	135
pika-ekg	12	93	135
pika-hb	12	94	135
pika-hba1c	12	95	135
pika-inr	12	96	135
pika-k	12	97	135
pika-krea	12	98	135
pika-na	12	99	135
pika-tnt	12	100	135
pika-tropt	12	101	135
pikacrp	12	102	135
pikahb	12	103	135
pikainr	12	104	135
pikatnt	12	105	135
ps-inr	12	106	135
s-alat	12	107	135
s-asat	12	108	135
s-il2r	12	109	135
s-insu	12	110	135
s-ipro	12	111	135
s-nproh	12	112	135
s-ph(akt)	12	113	135
s-piiinp	12	114	135
s-pinp	12	115	135
s-prog	12	116	135
s-prot	12	117	135
s-protks	12	118	135
s-uraat	12	119	135
se-prot	12	120	135
sipro	12	121	135
sp-pesu	12	122	135
sp-pesud	12	123	135
spirom	12	124	135
spiromd	12	125	135
sy-gran	12	126	135
sy-prot	12	127	135
tupakointi	12	128	135
tyyppi16hpv	12	129	135
tyyppi18hpv	12	130	135
u-aminoh	12	131	135
u-gran	12	132	135
u-prot	12	133	135
u-uraat	12	134	135
yliannos	12	135	135
-viskos.	13	1	112
b-lakteh	13	2	112
b-laktevt	13	3	112
b-laktteh	13	4	112
b-ohbutm	13	5	112
b-ohbutvt	13	6	112
b-ohbutyr	13	7	112
b-sop.koe	13	8	112
b-sopkoe	13	9	112
b-talt.kn	13	10	112
b-talt.kt	13	11	112
cp-ohbutlb	13	12	112
li-laktteh	13	13	112
li-talt.kn	13	14	112
li-talteen	13	15	112
mb-k-veka	13	16	112
mb-na-veka	13	17	112
p-adam13	13	18	112
p-afxaapi	13	19	112
p-afxariv	13	20	112
p-apcres	13	21	112
p-apcres.	13	22	112
p-apot	13	23	112
p-aptt	13	24	112
p-aptt-l	13	25	112
p-aptt.	13	26	112
p-apttm/m	13	27	112
p-apttspr	13	28	112
p-ca++hoi	13	29	112
p-citratm	13	30	112
p-clhoi	13	31	112
p-f8paiv	13	32	112
p-fii	13	33	112
p-fix	13	34	112
p-fs-mix	13	35	112
p-fsl-mix	13	36	112
p-fsl/fs	13	37	112
p-fvii	13	38	112
p-fviii	13	39	112
p-fviii.	13	40	112
p-fviiikr	13	41	112
p-fviiire	13	42	112
p-fviiit	13	43	112
p-fxi	13	44	112
p-fxii	13	45	112
p-fxiii	13	46	112
p-fxiii.	13	47	112
p-gluveka	13	48	112
p-haglund	13	49	112
p-haptog	13	50	112
p-hbcfdn	13	51	112
p-hbcfdna	13	52	112
p-hyyerik	13	53	112
p-hyyttek	13	54	112
p-k-ses	13	55	112
p-k-veka	13	56	112
p-khoi	13	57	112
p-la1-mix	13	58	112
p-la1/la2	13	59	112
p-la2-mix	13	60	112
p-laaptct	13	61	112
p-laaptva	13	62	112
p-lakthoi	13	63	112
p-lakveka	13	64	112
p-larvvct	13	65	112
p-larvvva	13	66	112
p-lh/fsh	13	67	112
p-luakptt	13	68	112
p-luakrvv	13	69	112
p-mb/ck	13	70	112
p-mitotan	13	71	112
p-na-ses	13	72	112
p-na-veka	13	73	112
p-nahoi	13	74	112
p-ohbut	13	75	112
p-ohbutyr	13	76	112
p-pg1/pg2	13	77	112
p-rvvt-l	13	78	112
p-sit3.1	13	79	112
p-sitr3.8	13	80	112
p-talt.kn	13	81	112
p-talt.kt	13	82	112
p-tau-217	13	83	112
p-troptkon	13	84	112
p-viskos	13	85	112
p-vuotope	13	86	112
p-vuotot	13	87	112
p-vwf-ag	13	88	112
p-vwf-akt	13	89	112
p-vwf-aktt	13	90	112
p-vwfcb	13	91	112
p-vwfpaiv	13	92	112
p-vwfrco	13	93	112
pf-chylus	13	94	112
pf-laktteh	13	95	112
pf-phglula	13	96	112
pt-dehglur	13	97	112
pt-hyytek	13	98	112
pt-ivfal	13	99	112
s-17hprog	13	100	112
s-fit/pgf	13	101	112
s-flt/pgf	13	102	112
s-haglund	13	103	112
s-haptog	13	104	112
s-havtot	13	105	112
s-hbvtut	13	106	112
s-hivab+tod	13	107	112
s-talt.kn	13	108	112
s-talt.kt	13	109	112
s-talteen	13	110	112
s-tbetot	13	111	112
u-talt.kt	13	112	112
-dmriski	14	1	115
-kvriski	14	2	115
1.savuke(min)	14	3	115
adalimumabi	14	4	115
b-inrvieri	14	5	115
cenp-a-ib	14	6	115
cenp-b-ib	14	7	115
crp-vieri	14	8	115
crpvieri	14	9	115
cv19vieri	14	10	115
down-riski	14	11	115
down-riskisuhde	14	12	115
down-risuh	14	13	115
ekgvieri	14	14	115
f-cldiag	14	15	115
f-cldiseul	14	16	115
f-clditox	14	17	115
f-cldivi	14	18	115
f-cldivit	14	19	115
f-cldivtx	14	20	115
f-tricna	14	21	115
fev/brdil	14	22	115
fev1/brdil	14	23	115
fish-dg	14	24	115
fish-i-kll	14	25	115
fish-i-mm	14	26	115
fish-mrd	14	27	115
fl-clue	14	28	115
fl-clue-na	14	29	115
fl-clue-o	14	30	115
fl-flag	14	31	115
fl-fluor	14	32	115
fl-gyn-hoi	14	33	115
fl-hiiva	14	34	115
fl-hiivana	14	35	115
fl-hiivavi	14	36	115
fl-natiivi	14	37	115
fl-str-bvi	14	38	115
fl-strb-vi	14	39	115
fl-strbvi	14	40	115
fl-trhi-vi	14	41	115
fl-tric	14	42	115
fl-tric-na	14	43	115
fl-trihina	14	44	115
fl-trihivi	14	45	115
fvc/brdil	14	46	115
hb-vieri	14	47	115
hba1c-vieri	14	48	115
hba1cvieri	14	49	115
hbvieri	14	50	115
histoni-ib	14	51	115
ikäriski	14	52	115
infliksimabi	14	53	115
inr-vieri	14	54	115
inrvieri	14	55	115
jo-1-ib	14	56	115
kalsium(7.4)	14	57	115
ks-viabil	14	58	115
ku-ab(ib)	14	59	115
li-evirab	14	60	115
li-evirabg	14	61	115
li-evirabm	14	62	115
li-säilyt	14	63	115
li-vara	14	64	115
li-vireia	14	65	115
li-väri	14	66	115
li-värinat	14	67	115
li-värisup	14	68	115
linkkiweblabiin	14	69	115
luusto-is	14	70	115
maksa-1-is	14	71	115
maksa-2-is	14	72	115
o2-virt	14	73	115
pf-väri	14	74	115
pl-12-ab(ib)	14	75	115
pl-7-ab(ib)	14	76	115
ribos-p-ib	14	77	115
rnp-70k-ib	14	78	115
rnp-a-ib	14	79	115
rnp-c-ib	14	80	115
s-evirab	14	81	115
s-evirabg	14	82	115
s-evirabm	14	83	115
s-evircf	14	84	115
s-kvriski	14	85	115
s-riski	14	86	115
s-vireia	14	87	115
scl-70-ib	14	88	115
sm-b-ib	14	89	115
sm-d-ib	14	90	115
spr-nla	14	91	115
sprkiirlis	14	92	115
sprv-helau	14	93	115
sprv-laus	14	94	115
sprv-lelau	14	95	115
sprv-neula	14	96	115
sprvlaus	14	97	115
ss-a-52-ib	14	98	115
ss-a-60-ib	14	99	115
ss-b-ib	14	100	115
strbvieri	14	101	115
strvi1.vrk	14	102	115
strvi1vrk	14	103	115
strvi2.vrk	14	104	115
strvi2vrk	14	105	115
suolis-is	14	106	115
sy-väri	14	107	115
t18-riski	14	108	115
tntvieri	14	109	115
tr13riskisuhde	14	110	115
tr13risuh	14	111	115
tr18riskisuhde	14	112	115
tr18risuh	14	113	115
tri18risuh	14	114	115
ts-värj	14	115	115
-extem/a10	15	1	34
-extem/a15	15	2	34
-extem/a5	15	3	34
-extem/cft	15	4	34
-extem/ct	15	5	34
-extem/mcf	15	6	34
-extem/ml	15	7	34
b-edt	15	8	34
b-edta	15	9	34
b-edta-blo	15	10	34
b-edta-nä	15	11	34
b-edta-näy	15	12	34
b-edta10ml	15	13	34
b-edta2	15	14	34
b-edta20	15	15	34
b-edta20ml	15	16	34
b-edta5/4	15	17	34
b-edtanäy	15	18	34
b-edtaproj	15	19	34
b-edtaputk	15	20	34
b-edtatutk	15	21	34
beeta-1	15	22	34
beeta-1-gl	15	23	34
beeta-2	15	24	34
beeta-2-gl	15	25	34
edta-vara	15	26	34
edta-veril	15	27	34
fibtem/a10	15	28	34
fibtem/a15	15	29	34
fibtem/a5	15	30	34
fibtem/mcf	15	31	34
p-edta	15	32	34
p-edta2	15	33	34
p-edtapak	15	34	34
-generik	16	1	118
-kemerik	16	2	118
-mikerik	16	3	118
b-aivoinr	16	4	118
b-biodna	16	5	118
b-niptdel	16	6	118
b-niptseu	16	7	118
b-nipttri	16	8	118
b-sikiör	16	9	118
b-sikiörh	16	10	118
ckd-epi-yhtälö	16	11	118
du-immfix	16	12	118
e-coli.	16	13	118
epiteelit	16	14	118
levyepiteelit	16	15	118
li-aitneu	16	16	118
li-aitpara	16	17	118
lieriöt	16	18	118
nitr	16	19	118
nitr-o	16	20	118
nitrf	16	21	118
p-osmol	16	22	118
p-seulkre	16	23	118
s-9-hrisp	16	24	118
s-9hrispe	16	25	118
s-aitma	16	26	118
s-aitneu	16	27	118
s-aitpara	16	28	118
s-aitsu	16	29	118
s-amitrip	16	30	118
s-aripi	16	31	118
s-aripipr	16	32	118
s-dharipi	16	33	118
s-immfix	16	34	118
s-lamotri	16	35	118
s-litium	16	36	118
s-nortrip	16	37	118
s-osmol	16	38	118
s-sumrisp	16	39	118
sul-trim	16	40	118
sul/trim	16	41	118
sy-alitsvr	16	42	118
u-albstix	16	43	118
u-amf-o	16	44	118
u-amfekir	16	45	118
u-amfet-o	16	46	118
u-amfetct	16	47	118
u-color	16	48	118
u-epi	16	49	118
u-epilevy	16	50	118
u-epipien	16	51	118
u-epit	16	52	118
u-epiteelit	16	53	118
u-epitel	16	54	118
u-epitla	16	55	118
u-erytstix	16	56	118
u-glukstix	16	57	118
u-hyalie	16	58	118
u-hyalier	16	59	118
u-hyallie	16	60	118
u-immfix	16	61	118
u-ketostix	16	62	118
u-leukstix	16	63	118
u-levyep	16	64	118
u-levyepi	16	65	118
u-lier	16	66	118
u-lieri?t	16	67	118
u-lieriö	16	68	118
u-lieriöt	16	69	118
u-lierla	16	70	118
u-manip	16	71	118
u-muulier	16	72	118
u-nitr	16	73	118
u-nitr-0	16	74	118
u-nitr-de	16	75	118
u-nitr-hy	16	76	118
u-nitr-o	16	77	118
u-nitr-o.	16	78	118
u-nitr-ov	16	79	118
u-nitr-pi	16	80	118
u-nitri-o	16	81	118
u-nitro-0	16	82	118
u-nitrstix	16	83	118
u-nitur	16	84	118
u-niturstix	16	85	118
u-odling	16	86	118
u-om.p.	16	87	118
u-om.p.-o	16	88	118
u-omin.p-	16	89	118
u-omin.p-pika	16	90	118
u-ominaisp	16	91	118
u-ominaispaino	16	92	118
u-ominp-h	16	93	118
u-opiaa-o	16	94	118
u-opiaact	16	95	118
u-osmest	16	96	118
u-osmoe	16	97	118
u-osmoest	16	98	118
u-osmoet	16	99	118
u-osmoie	16	100	118
u-osmol	16	101	118
u-osmole	16	102	118
u-phstix	16	103	118
u-pien.ep	16	104	118
u-pienep	16	105	118
u-punasolutstix	16	106	118
u-seul-os	16	107	118
u-seul.hy	16	108	118
u-seulakr	16	109	118
u-sokeristix	16	110	118
u-spice-o	16	111	118
u-stix	16	112	118
u-tub.ep	16	113	118
u-tubulep	16	114	118
u-uricult	16	115	118
u-väliepi	16	116	118
u-välimep	16	117	118
u-överg.ep	16	118	118
-legi-o	17	1	89
-leginho	17	2	89
-legivi	17	3	89
cu-kesto	17	4	89
e-reti-ma	17	5	89
f-enve-o	17	6	89
f-heli-ag	17	7	89
f-para-o	17	8	89
p-dabi-ta	17	9	89
p-keto-o	17	10	89
pt-keli-la	17	11	89
pt-keli-su	17	12	89
pt-keli-xl	17	13	89
pt-kelia-m	17	14	89
pt-kelilaa	17	15	89
pt-keliseu	17	16	89
s-k/l-s-v	17	17	89
s-keli-s	17	18	89
s-keli-t	17	19	89
s-keli-tl	17	20	89
s-kelia-l	17	21	89
s-kelia-m	17	22	89
s-kelia-se	17	23	89
s-keliakia	17	24	89
s-keliat1	17	25	89
s-kelila	17	26	89
s-keliseu	17	27	89
s-keliseul	17	28	89
s-kelisu	17	29	89
s-keto-o	17	30	89
s-verialt	17	31	89
s-verikoh	17	32	89
s-veriläh	17	33	89
s-vet-koh	17	34	89
s-vorikon	17	35	89
u-barb-o	17	36	89
u-bendi-o	17	37	89
u-bendict	17	38	89
u-bupre-0	17	39	89
u-bupre-o	17	40	89
u-buprect	17	41	89
u-dxpro-o	17	42	89
u-eddp-o	17	43	89
u-fensy-o	17	44	89
u-fenta-o	17	45	89
u-gensenho	17	46	89
u-hemsi-o	17	47	89
u-kems-hy	17	48	89
u-kemse-o	17	49	89
u-kemvt,blo	17	50	89
u-kemvt,glu	17	51	89
u-kemvt,ket	17	52	89
u-kemvt,leu	17	53	89
u-kemvt,nit	17	54	89
u-kemvt,pro	17	55	89
u-kemvt,sg	17	56	89
u-ket	17	57	89
u-ket-o	17	58	89
u-keto	17	59	89
u-keto-0	17	60	89
u-keto-de	17	61	89
u-keto-hy	17	62	89
u-keto-o	17	63	89
u-keto-o.	17	64	89
u-keto-ov	17	65	89
u-keto-pi	17	66	89
u-koka-o	17	67	89
u-kreintp	17	68	89
u-legi-o	17	69	89
u-mdma-o	17	70	89
u-met	17	71	89
u-metad-o	17	72	89
u-metadct	17	73	89
u-metaf-o	17	74	89
u-metam-o	17	75	89
u-metamf-o	17	76	89
u-metfe-o	17	77	89
u-metfect	17	78	89
u-oksik-o	17	79	89
u-oxy-o	17	80	89
u-paras-o	17	81	89
u-resist.	17	82	89
u-trama-o	17	83	89
u-trisy-o	17	84	89
u-tryp2-o	17	85	89
u-veri(kval)	17	86	89
u-veri-0	17	87	89
u-veri-o	17	88	89
u-veri-ou	17	89	89
-hpvseul	18	1	118
-neut	18	2	118
-solut	18	3	118
af-solut	18	4	118
as-muutsol	18	5	118
as-neut	18	6	118
as-neut+eo	18	7	118
as-solut	18	8	118
b-brcamut	18	9	118
b-brovmut	18	10	118
b-crcmut	18	11	118
b-dextro	18	12	118
b-muubat	18	13	118
b-muut	18	14	118
b-myelmut	18	15	118
b-neu	18	16	118
b-neu/abs	18	17	118
b-neut	18	18	118
b-neutab	18	19	118
b-neutabs	18	20	118
b-neutp	18	21	118
b-neutr	18	22	118
b-neutrof	18	23	118
b-neut␤	18	24	118
b-neuvspr	18	25	118
b-pseudtr	18	26	118
b-pseutro	18	27	118
b-pseutrom	18	28	118
b-pvk+neut	18	29	118
b-vasseu2	18	30	118
b-vt-leuk	18	31	118
bl-solut	18	32	118
bm-myelmut	18	33	118
bu-solut	18	34	118
c-solubl	18	35	118
di-neut	18	36	118
di-solut	18	37	118
eitullut	18	38	118
epit.solut	18	39	118
ex-neut	18	40	118
extra	18	41	118
hoikemseul	18	42	118
hpvseul	18	43	118
hörsel	18	44	118
l-muut	18	45	118
l-muuta	18	46	118
l-neut	18	47	118
l-neut(a)	18	48	118
l-neut-hy	18	49	118
l-neut-kd	18	50	118
l-neut-m	18	51	118
l-neutr	18	52	118
l-neutrof	18	53	118
la-t-solut	18	54	118
li-muut	18	55	118
li-muutsol	18	56	118
li-muutsolut	18	57	118
li-neu	18	58	118
li-neur1	18	59	118
li-neut	18	60	118
li-neut+eo	18	61	118
li-solut	18	62	118
luov.seul.	18	63	118
neutro	18	64	118
neutrof	18	65	118
neutros	18	66	118
ns-neut	18	67	118
näköseula	18	68	118
oma-kemseu	18	69	118
oma-kemseula	18	70	118
oma-u-kems	18	71	118
oma-u-kemseul	18	72	118
p-nest-pt	18	73	118
p-nest-vt	18	74	118
pd-muutsol	18	75	118
pd-neut	18	76	118
pd-neut+eo	18	77	118
pd-solut	18	78	118
pf-muutsol	18	79	118
pf-muutsolut	18	80	118
pf-neut	18	81	118
pf-solut	18	82	118
pvk+neut	18	83	118
rhdnegseul	18	84	118
s-enaseul	18	85	118
s-extra	18	86	118
s-extra2	18	87	118
s-ivfseul	18	88	118
s-ldestre	18	89	118
s-neu	18	90	118
s-neur1	18	91	118
s-tr1seul	18	92	118
s-tr2seul	18	93	118
s-trseul	18	94	118
s-äit-seul	18	95	118
s-äit-seula	18	96	118
s-äitseul	18	97	118
se-solut	18	98	118
sy-muut	18	99	118
sy-muutsol	18	100	118
sy-muutsolut	18	101	118
sy-neut	18	102	118
sy-neut+eo	18	103	118
sy-solut	18	104	118
u-huseula	18	105	118
u-kemseu	18	106	118
u-kemseul	18	107	118
u-kemseul,	18	108	118
u-kemseula	18	109	118
u-kemseup	18	110	118
u-muuta	18	111	118
u-solu	18	112	118
u-solu.	18	113	118
u-solut	18	114	118
u-solut.	18	115	118
u-solutla	18	116	118
xxneut	18	117	118
äit-seula	18	118	118
-imm-ong	19	1	83
-matolm	19	2	83
-mono	19	3	83
-mycohe	19	4	83
-mycoty	19	5	83
-mygehe	19	6	83
-myhecp	19	7	83
-mypnhe	19	8	83
-myrkyt	19	9	83
am-mksyn	19	10	83
amfetam	19	11	83
as-mononuk	19	12	83
b-mito	19	13	83
b-mito.	19	14	83
b-mksyn	19	15	83
b-mkvan	19	16	83
b-mn	19	17	83
b-mon	19	18	83
b-mono	19	19	83
b-monos	19	20	83
b-monos␤	19	21	83
b-mut-d	19	22	83
b-myrkky	19	23	83
b-myrkkyv	19	24	83
b-myrkkyveri	19	25	83
b-myrkyt	19	26	83
du-metnef	19	27	83
du-metnor	19	28	83
f-mm-o	19	29	83
f-mm-touk	19	30	83
fs-metabol	19	31	83
l-baso(a)	19	32	83
l-eos(a)	19	33	83
l-lmono	19	34	83
l-meta	19	35	83
l-meta-m	19	36	83
l-metam	19	37	83
l-metamy	19	38	83
l-metamye	19	39	83
l-metamyel	19	40	83
l-metmye	19	41	83
l-mon	19	42	83
l-mono	19	43	83
l-mono(a)	19	44	83
l-mono+muu	19	45	83
l-mono-hy	19	46	83
l-mono-kd	19	47	83
l-mono-m	19	48	83
l-monos	19	49	83
l-monos-m	19	50	83
l-myel	19	51	83
l-myel-m	19	52	83
l-myelo	19	53	83
l-myelos	19	54	83
l-segm	19	55	83
li-mikrobx	19	56	83
li-mononuk	19	57	83
li-monos	19	58	83
lmono(a)	19	59	83
meta	19	60	83
metak-p	19	61	83
metam	19	62	83
mon	19	63	83
mono	19	64	83
mononuk	19	65	83
monos	19	66	83
mpmut-d	19	67	83
pd-mononuk	19	68	83
pf-mononuk	19	69	83
polynuk	19	70	83
s-etane	19	71	83
s-metad	19	72	83
s-metanef	19	73	83
s-metmal	19	74	83
s-metnef	19	75	83
s-metnor	19	76	83
s-mikrobx	19	77	83
sy-monon	19	78	83
sy-mononuk	19	79	83
ts-mksyn	19	80	83
u-makrof	19	81	83
u-makrof.	19	82	83
xxmono	19	83	83
-inrc-vt	20	1	89
-inrs-vt	20	2	89
-unäkö-n	20	3	89
am-unäkö	20	4	89
as-unäkö-n	20	5	89
as-unäkö-o	20	6	89
b-crp-ospkl	20	7	89
b-inr-oma	20	8	89
b-inr-pik	20	9	89
b-inr-pika	20	10	89
b-inr-pt	20	11	89
b-inr-vt	20	12	89
b-inrpika	20	13	89
b-tnt-hy	20	14	89
b-tnt-o	20	15	89
b-tnt-o-p	20	16	89
b-tnt-oho	20	17	89
b-tnt-os	20	18	89
b-tnt-ospkl	20	19	89
b-tnt-pt	20	20	89
b-tnt-vt	20	21	89
b-tt-inrv	20	22	89
cb-inr-hoi	20	23	89
cb-inr-o	20	24	89
cb-inr-oma	20	25	89
cb-inr-vt	20	26	89
cb-inrati	20	27	89
cb-inratio	20	28	89
cb-inrc-c	20	29	89
cb-inrpika	20	30	89
cb-tt-inr	20	31	89
cb-tt-inrp	20	32	89
cb-tt-inrpika	20	33	89
cb-ttinrvt	20	34	89
cp-inr-hy	20	35	89
cp-inr-vt	20	36	89
di-unäkö-o	20	37	89
li-unäkö	20	38	89
li-unäkö-n	20	39	89
li-unäkö-o	20	40	89
li-unäkö-s	20	41	89
p-inr+ttr	20	42	89
p-inr-avh	20	43	89
p-inr-hy	20	44	89
p-inr-o	20	45	89
p-inr-oma	20	46	89
p-inr-pi	20	47	89
p-inr-pik	20	48	89
p-inr-pika	20	49	89
p-inr-poc	20	50	89
p-inr-pt	20	51	89
p-inr-ttr	20	52	89
p-inr-vt	20	53	89
p-inrhoit	20	54	89
p-inrpika	20	55	89
p-tni-o	20	56	89
p-tnt-hoi	20	57	89
p-tnt-hy	20	58	89
p-tnt-lb	20	59	89
p-tnt-o	20	60	89
p-tnt-poc	20	61	89
p-tnt-pt	20	62	89
p-tnt-vt	20	63	89
p-tnthoi	20	64	89
p-tt-inr	20	65	89
p-tt-inr-o	20	66	89
p-tt-inrp	20	67	89
p-tt-inrqc	20	68	89
p-ttinrsp	20	69	89
pd-unäkö-o	20	70	89
pf-unäkö-n	20	71	89
pf-unäkö-o	20	72	89
pt-hepy-r	20	73	89
pt-keupv-g	20	74	89
pt-tutkn-2	20	75	89
pt-tutkn-3	20	76	89
pt-utp-1	20	77	89
pt-utp-2	20	78	89
pt-utp-3	20	79	89
sy-unäkö-0	20	80	89
sy-unäkö-n	20	81	89
sy-unäkö-o	20	82	89
u-tutk-1	20	83	89
u-tutk-2	20	84	89
u-tutk-3	20	85	89
u-tutk-ped	20	86	89
u-tutkesi	20	87	89
u-unäkö-o	20	88	89
ulkonäkö	20	89	89
-kor229e	21	1	164
-korhku1	21	2	164
-kornl63	21	3	164
-koroc43	21	4	164
-kvhku1	21	5	164
-vkorc1	21	6	164
-xkoenäy	21	7	164
ab-kloridi	21	8	164
am-kromos	21	9	164
b-jxkoe	21	10	164
b-kllfish	21	11	164
b-kloridi	21	12	164
b-ko/adp1	21	13	164
b-ko/adp2	21	14	164
b-ko/epi1	21	15	164
b-ko/epi2	21	16	164
b-kromhem	21	17	164
b-kromi	21	18	164
b-kromos	21	19	164
b-molbiol	21	20	164
b-morfo	21	21	164
b-ntprobnp	21	22	164
b-probnp	21	23	164
b-probnp-o	21	24	164
b-proteussp.	21	25	164
b-solusäi	21	26	164
b-trfupfa	21	27	164
b-trimatp	21	28	164
b-trmulti	21	29	164
b-trom	21	30	164
b-trom-s	21	31	164
b-tromb	21	32	164
b-trombos	21	33	164
b-trombot	21	34	164
b-tromp	21	35	164
b-tromsit	21	36	164
b-tromto	21	37	164
b-trveadp	21	38	164
b-trveasa	21	39	164
b-xkoe	21	40	164
b-xkoespr	21	41	164
b-xkoever	21	42	164
bm-kromhem	21	43	164
bm-kromos	21	44	164
bm-molbiol	21	45	164
bm-molbiot	21	46	164
bm-soluvi	21	47	164
cv-kromos	21	48	164
du-kors-v	21	49	164
du-normet	21	50	164
du-oksal	21	51	164
du-prot-fr	21	52	164
e-abo-rh	21	53	164
e-abo/xko	21	54	164
e-aborh	21	55	164
e-aborh-t	21	56	164
e-aborhab	21	57	164
e-aborhne	21	58	164
e-aborhsp	21	59	164
e-aborht	21	60	164
e-aborhvp	21	61	164
e-abotark	21	62	164
e-abovarm	21	63	164
e-cmbc3c	21	64	164
e-cmbc3d	21	65	164
e-cmbiga	21	66	164
e-cmbigg	21	67	164
e-cmbigm	21	68	164
e-coomb-o	21	69	164
e-coombm	21	70	164
e-coombp	21	71	164
e-coombs-c3d	21	72	164
e-coombs-igg	21	73	164
e-coombso	21	74	164
e-coomc3d	21	75	164
e-coomigg	21	76	164
e-coomspr	21	77	164
ex-kolonvi	21	78	164
fp-kol-hdl	21	79	164
fp-kol-ind	21	80	164
fp-kol-ldl	21	81	164
fp-kolhdl	21	82	164
fs-kol-hdl	21	83	164
fs-kol-ldl	21	84	164
fs-non-hdl	21	85	164
kortisoli	21	86	164
l-prom	21	87	164
l-prom-m	21	88	164
l-promye	21	89	164
l-promyel	21	90	164
l:e-abo-rh	21	91	164
l:e-coombo	21	92	164
lks-kokeet	21	93	164
lykopeeni	21	94	164
m-komp-1	21	95	164
m-komp1	21	96	164
mkomp-1	21	97	164
mkomp-2	21	98	164
mkomp-3	21	99	164
non-hdl	21	100	164
p-akorsol	21	101	164
p-kloridi	21	102	164
p-ko-hdl	21	103	164
p-kol-hdl	21	104	164
p-kol-ldl	21	105	164
p-kopept	21	106	164
p-kor/dxm	21	107	164
p-kors-9h	21	108	164
p-korsol	21	109	164
p-korsol.	21	110	164
p-kortisoli	21	111	164
p-non-hdl	21	112	164
p-ntprobnp	21	113	164
p-okorsol	21	114	164
p-pbnp-lb	21	115	164
p-pbnp-o	21	116	164
p-porf-o	21	117	164
p-prbnpvt	21	118	164
p-pro-bnp	21	119	164
p-probnp	21	120	164
p-probnp(k	21	121	164
p-probnp(ksks)	21	122	164
p-probnp(pika)	21	123	164
p-probnpvt	21	124	164
p-trombai	21	125	164
p-trombot	21	126	164
p-vkorsol	21	127	164
p-vprobnp	21	128	164
p.-trombai	21	129	164
pf-probnp	21	130	164
s-kol-hdl	21	131	164
s-kol-ldl	21	132	164
s-kopept	21	133	164
s-kors/r	21	134	164
s-korsol	21	135	164
s-kortisoli	21	136	164
s-m-komp1	21	137	164
s-mkomp-1	21	138	164
s-mkomp-2	21	139	164
s-mkomp-3	21	140	164
s-mkomp-4	21	141	164
s-normet	21	142	164
s-probnp	21	143	164
s-prot+fr	21	144	164
s-prot-fr	21	145	164
sa-korsol	21	146	164
sk-kromos	21	147	164
sp-morfo	21	148	164
sprxkoe1	21	149	164
ts-kromhem	21	150	164
ts-kromos	21	151	164
tu-kromos	21	152	164
u-morf-o	21	153	164
u-proj.nä	21	154	164
u-prot,u-gluk	21	155	164
u-prot-0	21	156	164
u-prot-de	21	157	164
u-prot-fr	21	158	164
u-prot-hy	21	159	164
u-prot-o	21	160	164
u-prot-o.	21	161	164
u-prot-ou	21	162	164
u-prot-ov	21	163	164
u-prot-pi	21	164	164
-krea	22	1	53
as-krea	22	2	53
b-krea	22	3	53
b-krea-pt	22	4	53
b-krea-vt	22	5	53
b-kreases	22	6	53
di-krea	22	7	53
di-urea	22	8	53
du-krea	22	9	53
du-urea	22	10	53
fp-krea	22	11	53
fp-urea	22	12	53
fp-ureaed	22	13	53
fp-ureajd	22	14	53
fs-krea	22	15	53
fs-urea	22	16	53
p-krea	22	17	53
p-krea+gfr	22	18	53
p-krea-pa	22	19	53
p-krea-pt	22	20	53
p-krea-vt	22	21	53
p-krea.	22	22	53
p-kreaed	22	23	53
p-kreahoi	22	24	53
p-kreajd	22	25	53
p-kreap	22	26	53
p-kreapik	22	27	53
p-posturea	22	28	53
p-pre-urea	22	29	53
p-preurea	22	30	53
p-urea	22	31	53
p-urea-de	22	32	53
p-urea-dj	22	33	53
p-urea-ed	22	34	53
p-urea-jd	22	35	53
p-ureaed	22	36	53
p-ureajd	22	37	53
pd-krea	22	38	53
pd-urea	22	39	53
post-urea	22	40	53
pt-krea-cl	22	41	53
pt-ureaind	22	42	53
s-krea	22	43	53
se-krea	22	44	53
se-urea	22	45	53
u-krea	22	46	53
u-kreahu	22	47	53
u-kreahuu	22	48	53
u-kreat	22	49	53
u-krea␤	22	50	53
u-orgah	22	51	53
u-pregact	22	52	53
u-urea	22	53	53
-leuk	23	1	129
ab-laaj-he	23	2	129
ab-lämpö	23	3	129
ab-lämpöti	23	4	129
as-l/liusk	23	5	129
as-l/yksit	23	6	129
as-leuk	23	7	129
as-leukmuu	23	8	129
as-lymf	23	9	129
b-blamark	23	10	129
b-leuc	23	11	129
b-leuc-v	23	12	129
b-leuk	23	13	129
b-leuk-hoi	23	14	129
b-leuk-o	23	15	129
b-leuk-pt	23	16	129
b-leuk-vt	23	17	129
b-leuk/pi	23	18	129
b-leukp	23	19	129
b-leukpä	23	20	129
b-leukvt	23	21	129
b-liuskat	23	22	129
b-lmark	23	23	129
b-lymf	23	24	129
b-lymf-m	23	25	129
b-lymfo	23	26	129
b-lymfos	23	27	129
b-lymfosy	23	28	129
b-ly␤mf	23	29	129
b-lääk-hu	23	30	129
bm-blamark	23	31	129
